ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
215967_s_at	0.9719	0.90184383	-0.123855	-5.6904	-0.047494	LY9	lymphocyte antigen 9
212138_at	0.9723	0.90222851	-0.123367	-5.6905	-0.0351044	PDS5A	PDS5 cohesin associated factor A
215320_at	0.9723	0.90229477	-0.123283	-5.6905	-0.0421161	SPATA31C2	SPATA31 subfamily C member 2
204285_s_at	0.9723	0.90234613	-0.123217	-5.6905	-0.0398764	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
214434_at	0.9723	0.90237587	-0.12318	-5.6905	-0.0486666	HSPA12A	heat shock protein family A (Hsp70) member 12A
203480_s_at	0.9725	0.90264021	0.122844	-5.6905	0.0332692	OTUD4	OTU deubiquitinase 4
213905_x_at	0.9725	0.9026516	-0.12283	-5.6905	-0.041793	BGN	biglycan
206774_at	0.9725	0.90272927	0.122732	-5.6905	0.0375752	FRMPD1	FERM and PDZ domain containing 1
217674_at	0.9725	0.90281681	0.122621	-5.6906	0.0494714		
203688_at	0.9725	0.90282101	-0.122615	-5.6906	-0.0549885	PKD2	polycystin 2, transient receptor potential cation channel
211429_s_at	0.9725	0.90283937	-0.122592	-5.6906	-0.0547405	SERPINA1	serpin family A member 1
213372_at	0.9725	0.90285041	0.122578	-5.6906	0.041237	PAQR3	progestin and adipoQ receptor family member 3
218465_at	0.9725	0.9028743	-0.122548	-5.6906	-0.0340272	TMEM33	transmembrane protein 33
220482_s_at	0.9725	0.90295279	0.122448	-5.6906	0.0409702	SERGEF	secretion regulating guanine nucleotide exchange factor
202433_at	0.9725	0.90298847	-0.122403	-5.6906	-0.0358434	SLC35B1	solute carrier family 35 member B1
218172_s_at	0.9725	0.90305185	0.122322	-5.6906	0.0441362	DERL1	derlin 1
220120_s_at	0.9726	0.9031674	-0.122176	-5.6906	-0.0428661	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
211720_x_at	0.9726	0.90328089	-0.122032	-5.6906	-0.0260731	RPLP0	ribosomal protein lateral stalk subunit P0
219970_at	0.9726	0.90328445	0.122027	-5.6906	0.0623018	GIPC2	GIPC PDZ domain containing family member 2
200830_at	0.9726	0.90336192	0.121929	-5.6906	0.0265221	PSMD2	proteasome 26S subunit, non-ATPase 2
213987_s_at	0.9726	0.90346023	0.121805	-5.6906	0.029975	CDK13	cyclin dependent kinase 13
205578_at	0.9726	0.9034859	-0.121772	-5.6907	-0.0456928	ROR2	receptor tyrosine kinase like orphan receptor 2
208333_at	0.9726	0.9035462	-0.121696	-5.6907	-0.0332454	LHX5	LIM homeobox 5
212355_at	0.9726	0.90357608	-0.121658	-5.6907	-0.0324307	KHNYN	KH and NYN domain containing
214583_at	0.9726	0.90359	0.12164	-5.6907	0.0306785	DDI2///RSC1A1	DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1
221167_s_at	0.9726	0.90362473	-0.121596	-5.6907	-0.0447737	CCDC70	coiled-coil domain containing 70
203153_at	0.9726	0.90365112	0.121563	-5.6907	0.0606461	IFIT1	interferon induced protein with tetratricopeptide repeats 1
220432_s_at	0.9726	0.9037227	0.121472	-5.6907	0.052191	CYP39A1	cytochrome P450 family 39 subfamily A member 1
221268_s_at	0.9726	0.90377854	-0.121401	-5.6907	-0.045079	SGPP1	sphingosine-1-phosphate phosphatase 1
214765_s_at	0.9726	0.90378799	-0.121389	-5.6907	-0.0505312	NAAA	N-acylethanolamine acid amidase
208804_s_at	0.9726	0.90379807	-0.121376	-5.6907	-0.0323749	SRSF6	serine and arginine rich splicing factor 6
219805_at	0.9726	0.90383183	0.121333	-5.6907	0.0263708	CXorf56	chromosome X open reading frame 56
202310_s_at	0.9726	0.9038916	-0.121258	-5.6907	-0.0550754	COL1A1	collagen type I alpha 1 chain
210044_s_at	0.9727	0.90395766	0.121174	-5.6907	0.040334	LYL1	LYL1, basic helix-loop-helix family member
215718_s_at	0.9727	0.90403853	-0.121071	-5.6907	-0.0293276	PHF3	PHD finger protein 3
203001_s_at	0.9727	0.90410956	0.120981	-5.6907	0.0479824	STMN2	stathmin 2
201448_at	0.9727	0.90418928	0.12088	-5.6907	0.0541513	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
221544_s_at	0.9727	0.90432069	-0.120714	-5.6908	-0.0458896	MED16	mediator complex subunit 16
216717_at	0.9727	0.90432588	-0.120707	-5.6908	-0.037615	SUPT20H	SPT20 homolog, SAGA complex component
217224_at	0.9727	0.90434114	-0.120688	-5.6908	-0.0272044		
206906_at	0.9727	0.90435386	-0.120671	-5.6908	-0.0495866	ICAM5	intercellular adhesion molecule 5
212987_at	0.9727	0.90436354	-0.120659	-5.6908	-0.0326534	FBXO9	F-box protein 9
205518_s_at	0.9727	0.90438189	0.120636	-5.6908	0.0383464	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
211932_at	0.9727	0.90443882	-0.120564	-5.6908	-0.0315333	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3
200949_x_at	0.9727	0.90450833	0.120476	-5.6908	0.0239598	SNORD54///RPS20	small nucleolar RNA, C/D box 54///ribosomal protein S20
208646_at	0.9727	0.90451001	-0.120473	-5.6908	-0.0346684		
214111_at	0.9727	0.90456592	-0.120403	-5.6908	-0.0504375	OPCML	opioid binding protein/cell adhesion molecule like
209764_at	0.9727	0.90457811	0.120387	-5.6908	0.0407249	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
222159_at	0.9728	0.90470642	-0.120224	-5.6908	-0.0357378		
212788_x_at	0.9728	0.90480161	-0.120104	-5.6908	-0.0296154	FTL	ferritin light chain
205126_at	0.973	0.9050804	-0.11975	-5.6909	-0.0445593	VRK2	vaccinia related kinase 2
213983_s_at	0.973	0.90509228	0.119735	-5.6909	0.0342605	PDS5A	PDS5 cohesin associated factor A
214259_s_at	0.973	0.90519221	0.119609	-5.6909	0.0389856	AKR7A2	aldo-keto reductase family 7 member A2
210283_x_at	0.973	0.9051924	-0.119608	-5.6909	-0.0298476	PAIP1	poly(A) binding protein interacting protein 1
206668_s_at	0.973	0.90523331	-0.119556	-5.6909	-0.0474914	SCAMP1	secretory carrier membrane protein 1
208802_at	0.9731	0.90537057	0.119382	-5.6909	0.0354101	SRP72	signal recognition particle 72
209092_s_at	0.9731	0.90537472	-0.119377	-5.6909	-0.0379044	GLOD4	glyoxalase domain containing 4
32099_at	0.9731	0.90542953	0.119308	-5.6909	0.0311989	SAFB2	scaffold attachment factor B2
210434_x_at	0.9731	0.90544312	-0.119291	-5.6909	-0.0265193	JTB	jumping translocation breakpoint
202891_at	0.9731	0.90547126	-0.119255	-5.6909	-0.0309714	NIT1	nitrilase 1
215958_at	0.9731	0.90565467	-0.119022	-5.691	-0.0499634		
212635_at	0.9731	0.90566292	-0.119012	-5.691	-0.032793	TNPO1	transportin 1
214228_x_at	0.9731	0.90570641	-0.118957	-5.691	-0.0556295	TNFRSF4	TNF receptor superfamily member 4
215415_s_at	0.9731	0.90571973	-0.11894	-5.691	-0.0463822	LYST	lysosomal trafficking regulator
219987_at	0.9731	0.90593325	-0.118669	-5.691	-0.0371193	ERVMER34-1	endogenous retrovirus group MER34 member 1
220190_s_at	0.9731	0.90593845	-0.118663	-5.691	-0.0587377	STON1-GTF2A1L///GTF2A1L	STON1-GTF2A1L readthrough///general transcription factor IIA subunit 1 like
206599_at	0.9731	0.90597193	-0.11862	-5.691	-0.0373709	SLC16A5	solute carrier family 16 member 5
213376_at	0.9731	0.905982	0.118607	-5.691	0.0449775	ZBTB1	zinc finger and BTB domain containing 1
202777_at	0.9731	0.9060255	-0.118552	-5.691	-0.0341989	SHOC2	SHOC2, leucine rich repeat scaffold protein
214507_s_at	0.9731	0.90604034	-0.118533	-5.691	-0.0478092	EXOSC2	exosome component 2
204110_at	0.9731	0.90605789	-0.118511	-5.691	-0.0426224	HNMT	histamine N-methyltransferase
201582_at	0.9731	0.90606451	-0.118503	-5.691	-0.0428074	SEC23B	Sec23 homolog B, coat complex II component
214680_at	0.9732	0.90613813	-0.11841	-5.691	-0.038466	NTRK2	neurotrophic receptor tyrosine kinase 2
210041_s_at	0.9733	0.90636471	0.118122	-5.691	0.0508574	PGM3	phosphoglucomutase 3
220489_s_at	0.9733	0.90637503	-0.118109	-5.691	-0.0408607	SERINC2	serine incorporator 2
202129_s_at	0.9733	0.9063818	-0.118101	-5.691	-0.0385587	RIOK3	RIO kinase 3
201001_s_at	0.9733	0.90650778	-0.117941	-5.6911	-0.0310516	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
208818_s_at	0.9733	0.90652277	0.117922	-5.6911	0.0399249	COMT	catechol-O-methyltransferase
220975_s_at	0.9733	0.90653636	-0.117905	-5.6911	-0.0378423	C1QTNF1	C1q and tumor necrosis factor related protein 1
219980_at	0.9733	0.90663903	-0.117775	-5.6911	-0.0397309	ABHD18	abhydrolase domain containing 18
205320_at	0.9733	0.90668589	-0.117715	-5.6911	-0.0436903	APC2	APC2, WNT signaling pathway regulator
214412_at	0.9733	0.9067402	-0.117646	-5.6911	-0.0311883	H2AFB1///H2AFB2///H2AFB3	H2A histone family member B1///H2A histone family member B2///H2A histone family member B3
207097_s_at	0.9733	0.90676435	-0.117616	-5.6911	-0.0350988	SLC17A2	solute carrier family 17 member 2
208788_at	0.9733	0.90677702	0.1176	-5.6911	0.0337475	ELOVL5	ELOVL fatty acid elongase 5
220408_x_at	0.9734	0.90692225	-0.117416	-5.6911	-0.0386843	SUPT20H	SPT20 homolog, SAGA complex component
219957_at	0.9734	0.90693177	-0.117404	-5.6911	-0.0492131	RUFY2	RUN and FYVE domain containing 2
215134_at	0.9735	0.90713066	0.117152	-5.6912	0.0378906	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha
209573_s_at	0.9735	0.90713709	0.117143	-5.6912	0.0461624	LDLRAD4	low density lipoprotein receptor class A domain containing 4
220870_at	0.9735	0.90715296	-0.117123	-5.6912	-0.0372881		
208411_x_at	0.9735	0.90721938	-0.117039	-5.6912	-0.0402675	PPEF2	protein phosphatase with EF-hand domain 2
220271_x_at	0.9736	0.90739995	0.11681	-5.6912	0.0299064	EFCAB6	EF-hand calcium binding domain 6
208207_at	0.9736	0.90744303	-0.116756	-5.6912	-0.0454893		
204081_at	0.9736	0.90750494	0.116677	-5.6912	0.0514414	NRGN	neurogranin
218985_at	0.9736	0.9075397	-0.116633	-5.6912	-0.0383098	SLC2A8	solute carrier family 2 member 8
209968_s_at	0.9736	0.90756161	-0.116605	-5.6912	-0.0325947	NCAM1	neural cell adhesion molecule 1
217772_s_at	0.9736	0.90757521	0.116588	-5.6912	0.0318182	MTCH2	mitochondrial carrier 2
206992_s_at	0.9737	0.90766792	0.116471	-5.6912	0.030859	ATP5S	ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)
205217_at	0.9738	0.907865	0.116221	-5.6912	0.0329096	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
210871_x_at	0.9738	0.90789652	0.116181	-5.6913	0.035094	SSX2IP	SSX family member 2 interacting protein
207720_at	0.9738	0.9079053	0.11617	-5.6913	0.0421192	LOR	loricrin
213161_at	0.9739	0.90803522	-0.116005	-5.6913	-0.0298523	TSTD2///TMOD1	thiosulfate sulfurtransferase like domain containing 2///tropomodulin 1
215133_s_at	0.9739	0.90807661	0.115953	-5.6913	0.0456973	LOC102725213///LOC100507387///FAM153A///FAM153B	uncharacterized LOC102725213///uncharacterized LOC100507387///family with sequence similarity 153 member A///family with sequence similarity 153 member B
35666_at	0.9739	0.90813235	-0.115882	-5.6913	-0.0341725	SEMA3F	semaphorin 3F
213592_at	0.9739	0.90813571	-0.115878	-5.6913	-0.033156	APLNR	apelin receptor
217200_x_at	0.9739	0.90820627	0.115788	-5.6913	0.0259635	CYB561	cytochrome b561
209681_at	0.9739	0.90824407	-0.115741	-5.6913	-0.0431901	SLC19A2	solute carrier family 19 member 2
210438_x_at	0.974	0.90834431	-0.115614	-5.6913	-0.0317569	TROVE2	TROVE domain family member 2
218055_s_at	0.974	0.90839061	0.115555	-5.6913	0.0426423	WDR41	WD repeat domain 41
31807_at	0.974	0.90843988	-0.115492	-5.6913	-0.0279259	DDX49	DEAD-box helicase 49
211070_x_at	0.974	0.90851221	0.115401	-5.6913	0.0354088	DBI	diazepam binding inhibitor, acyl-CoA binding protein
209067_s_at	0.974	0.90858516	0.115308	-5.6913	0.0284474	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
219425_at	0.974	0.90860898	0.115278	-5.6913	0.0339689	SULT4A1	sulfotransferase family 4A member 1
208523_x_at	0.9742	0.90879486	0.115043	-5.6914	0.0429367	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg
217504_at	0.9742	0.90887552	0.11494	-5.6914	0.0410885	ABCA6	ATP binding cassette subfamily A member 6
204332_s_at	0.9742	0.90901366	-0.114765	-5.6914	-0.0304325	AGA	aspartylglucosaminidase
207002_s_at	0.9742	0.90903971	-0.114732	-5.6914	-0.0320472	PLAGL1	PLAG1 like zinc finger 1
218252_at	0.9742	0.90911839	-0.114633	-5.6914	-0.0329729	CKAP2	cytoskeleton associated protein 2
202169_s_at	0.9742	0.90917323	-0.114563	-5.6914	-0.0359321	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
216028_at	0.9742	0.90918878	0.114544	-5.6914	0.0388966	DKFZP564C152	DKFZP564C152 protein
218303_x_at	0.9742	0.90922011	-0.114504	-5.6914	-0.0407243	KRCC1	lysine rich coiled-coil 1
210841_s_at	0.9742	0.90922331	-0.1145	-5.6914	-0.0315525	NRP2	neuropilin 2
214922_at	0.9742	0.90930287	-0.114399	-5.6914	-0.0458384	ZNF484	zinc finger protein 484
207733_x_at	0.9742	0.90931907	-0.114379	-5.6914	-0.0297533	PSG9	pregnancy specific beta-1-glycoprotein 9
202734_at	0.9743	0.90947738	-0.114178	-5.6915	-0.0283964	TRIP10	thyroid hormone receptor interactor 10
221115_s_at	0.9743	0.9094831	0.114171	-5.6915	0.0371432	LENEP	lens epithelial protein
202616_s_at	0.9743	0.90952587	-0.114117	-5.6915	-0.0361542	MECP2	methyl-CpG binding protein 2
204017_at	0.9743	0.90964375	-0.113967	-5.6915	-0.0283171	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
201945_at	0.9743	0.90965208	0.113957	-5.6915	0.0298543	FURIN	furin, paired basic amino acid cleaving enzyme
206188_at	0.9743	0.90968706	-0.113912	-5.6915	-0.0397362	ZNF623	zinc finger protein 623
222190_s_at	0.9743	0.90970953	0.113884	-5.6915	0.0535568	C16orf58	chromosome 16 open reading frame 58
218331_s_at	0.9743	0.90972729	-0.113861	-5.6915	-0.0345883	FAM208B	family with sequence similarity 208 member B
208868_s_at	0.9743	0.90980363	0.113765	-5.6915	0.0450893	GABARAPL1	GABA type A receptor associated protein like 1
201033_x_at	0.9744	0.9098898	-0.113655	-5.6915	-0.0236307	RPLP0	ribosomal protein lateral stalk subunit P0
219822_at	0.9744	0.90996191	-0.113564	-5.6915	-0.0498996	MTRF1	mitochondrial translational release factor 1
218078_s_at	0.9744	0.9099668	-0.113558	-5.6915	-0.0271981	ZDHHC3	zinc finger DHHC-type containing 3
203445_s_at	0.9744	0.90999463	-0.113523	-5.6915	-0.0286379	CTDSP2	CTD small phosphatase 2
201441_at	0.9744	0.9101095	0.113377	-5.6915	0.0254243	COX6B1	cytochrome c oxidase subunit 6B1
213407_at	0.9744	0.91011822	-0.113366	-5.6915	-0.0323572	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
211451_s_at	0.9744	0.91015517	-0.113319	-5.6916	-0.0421434	KCNJ4	potassium voltage-gated channel subfamily J member 4
203406_at	0.9744	0.91023768	-0.113215	-5.6916	-0.0284144	MFAP1	microfibrillar associated protein 1
203980_at	0.9745	0.91034684	0.113076	-5.6916	0.0413469	FABP4	fatty acid binding protein 4
203095_at	0.9745	0.91036225	0.113057	-5.6916	0.0369924	MTIF2	mitochondrial translational initiation factor 2
201137_s_at	0.9746	0.91055879	-0.112808	-5.6916	-0.0340229	HLA-DPB1	major histocompatibility complex, class II, DP beta 1
218534_s_at	0.9746	0.91060217	0.112753	-5.6916	0.0319959	AGGF1	angiogenic factor with G-patch and FHA domains 1
207992_s_at	0.9746	0.91070683	-0.112621	-5.6916	-0.0306026	AMPD3	adenosine monophosphate deaminase 3
216106_at	0.9746	0.91070931	-0.112617	-5.6916	-0.0359212	LOC145678	uncharacterized LOC145678
222143_s_at	0.9746	0.91073529	-0.112584	-5.6916	-0.0279765	MTMR14	myotubularin related protein 14
202309_at	0.9746	0.91077928	0.112529	-5.6916	0.0374851	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
207357_s_at	0.9746	0.9107844	0.112522	-5.6916	0.0400468	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
212889_x_at	0.9746	0.91088903	0.11239	-5.6916	0.0346985	GADD45GIP1	GADD45G interacting protein 1
211983_x_at	0.9746	0.91089511	-0.112382	-5.6916	-0.0267701	ACTG1///ACTB	actin gamma 1///actin beta
202547_s_at	0.9746	0.91098253	-0.112271	-5.6917	-0.0322187	ARHGEF7	Rho guanine nucleotide exchange factor 7
220890_s_at	0.9746	0.91100859	0.112238	-5.6917	0.0297808	APOLD1///DDX47	apolipoprotein L domain containing 1///DEAD-box helicase 47
216127_at	0.9746	0.91103158	-0.112209	-5.6917	-0.0297674	PDIA2	protein disulfide isomerase family A member 2
206424_at	0.9746	0.91108545	-0.112141	-5.6917	-0.0331403	CYP26A1	cytochrome P450 family 26 subfamily A member 1
214612_x_at	0.9746	0.91115748	0.11205	-5.6917	0.0430662	MAGEA6	MAGE family member A6
206252_s_at	0.9746	0.911198	-0.111998	-5.6917	-0.0410064	AVPR1A	arginine vasopressin receptor 1A
219764_at	0.9746	0.91121406	-0.111978	-5.6917	-0.0335394	FZD10	frizzled class receptor 10
210144_at	0.9746	0.91121651	-0.111975	-5.6917	-0.0365243	TBC1D22A	TBC1 domain family member 22A
217964_at	0.9747	0.91135657	0.111798	-5.6917	0.0301752	TTC19	tetratricopeptide repeat domain 19
214325_at	0.9748	0.91155626	-0.111545	-5.6917	-0.0304049	GP2	glycoprotein 2
219007_at	0.9748	0.91174704	0.111303	-5.6918	0.0352195	NUP43	nucleoporin 43
214239_x_at	0.9748	0.91178603	0.111254	-5.6918	0.0363276	PCGF2	polycomb group ring finger 2
202088_at	0.9748	0.91185255	0.111169	-5.6918	0.0316818	SLC39A6	solute carrier family 39 member 6
220840_s_at	0.9748	0.91190764	-0.1111	-5.6918	-0.0527255	C1orf112	chromosome 1 open reading frame 112
210510_s_at	0.9748	0.91195231	0.111043	-5.6918	0.0396414	NRP1	neuropilin 1
205699_at	0.9748	0.9119568	-0.111037	-5.6918	-0.0437518	MAP2K6	mitogen-activated protein kinase kinase 6
215706_x_at	0.9748	0.91205426	0.110914	-5.6918	0.0485209	ZYX	zyxin
211378_x_at	0.9748	0.91212927	0.110819	-5.6918	0.0263066	LOC101060363///PPIA	peptidyl-prolyl cis-trans isomerase A pseudogene///peptidylprolyl isomerase A
206542_s_at	0.9748	0.91223369	-0.110687	-5.6918	-0.0414902	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
205761_s_at	0.9748	0.91224803	-0.110669	-5.6918	-0.0490757	DUS4L	dihydrouridine synthase 4 like
203540_at	0.9748	0.91226959	0.110641	-5.6918	0.0407441	GFAP	glial fibrillary acidic protein
212907_at	0.9748	0.9122798	0.110628	-5.6918	0.0572112	SLC30A1	solute carrier family 30 member 1
211586_s_at	0.9748	0.91229757	0.110606	-5.6918	0.0279688	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
208754_s_at	0.9748	0.91233449	-0.110559	-5.6918	-0.0343434	NAP1L1	nucleosome assembly protein 1 like 1
201132_at	0.9748	0.91234418	0.110547	-5.6918	0.0375271	RPL36A-HNRNPH2///HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
207599_at	0.9748	0.91236819	-0.110516	-5.6918	-0.0430334	MMP20	matrix metallopeptidase 20
202582_s_at	0.9748	0.91240019	-0.110476	-5.6918	-0.0282497	RANBP9	RAN binding protein 9
215143_at	0.9748	0.9124058	-0.110469	-5.6918	-0.0474396	DPY19L2P2	DPY19L2 pseudogene 2
214793_at	0.9748	0.91240649	-0.110468	-5.6918	-0.045363	DUSP7	dual specificity phosphatase 7
212485_at	0.9748	0.91240668	0.110468	-5.6918	0.0267852	GPATCH8	G-patch domain containing 8
210384_at	0.9748	0.91244014	0.110425	-5.6918	0.0413025	PRMT2	protein arginine methyltransferase 2
221188_s_at	0.9748	0.9124902	0.110362	-5.6918	0.038481	CIDEB	cell death-inducing DFFA-like effector b
202666_s_at	0.9748	0.91264522	-0.110166	-5.6919	-0.0321358	ACTL6A	actin like 6A
220594_at	0.9748	0.91265116	-0.110158	-5.6919	-0.039563	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase
210250_x_at	0.9748	0.91268124	-0.11012	-5.6919	-0.0281688	ADSL	adenylosuccinate lyase
218050_at	0.9748	0.91269534	0.110102	-5.6919	0.0291558	UFM1	ubiquitin fold modifier 1
220985_s_at	0.9748	0.91274795	0.110035	-5.6919	0.0492271	RNF170	ring finger protein 170
219039_at	0.9748	0.9127814	-0.109993	-5.6919	-0.0398239	SEMA4C	semaphorin 4C
202865_at	0.9748	0.91280736	0.10996	-5.6919	0.0340038	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12
212010_s_at	0.9748	0.91281145	0.109955	-5.6919	0.0279667	CDV3	CDV3 homolog
211280_s_at	0.9748	0.91285341	0.109902	-5.6919	0.0405626	NRF1	nuclear respiratory factor 1
201190_s_at	0.9748	0.91291493	-0.109824	-5.6919	-0.0293718	PITPNA	phosphatidylinositol transfer protein alpha
211680_at	0.9748	0.91298897	-0.10973	-5.6919	-0.0450799	PDLIM5	PDZ and LIM domain 5
212955_s_at	0.9748	0.91301289	-0.1097	-5.6919	-0.0336138	POLR2I	RNA polymerase II subunit I
213123_at	0.9748	0.91304376	0.109661	-5.6919	0.0446931	MFAP3	microfibrillar associated protein 3
214454_at	0.9748	0.9130486	0.109655	-5.6919	0.0444849	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
212222_at	0.9748	0.91317853	-0.10949	-5.6919	-0.0319989	PSME4	proteasome activator subunit 4
218398_at	0.9748	0.91318187	0.109486	-5.6919	0.0249144	MRPS30	mitochondrial ribosomal protein S30
209001_s_at	0.9748	0.91323926	0.109413	-5.6919	0.030269	ANAPC13	anaphase promoting complex subunit 13
209111_at	0.9748	0.91331367	-0.109319	-5.692	-0.0334596	RNF5P1///RNF5	ring finger protein 5 pseudogene 1///ring finger protein 5
204201_s_at	0.9748	0.91332363	0.109306	-5.692	0.0551963	PTPN13	protein tyrosine phosphatase, non-receptor type 13
222171_s_at	0.9748	0.91334856	-0.109275	-5.692	-0.0325613	PKNOX2	PBX/knotted 1 homeobox 2
201088_at	0.9749	0.91347627	-0.109113	-5.692	-0.0316249	KPNA2	karyopherin subunit alpha 2
206162_x_at	0.9749	0.91349821	0.109085	-5.692	0.0454099	SYT5	synaptotagmin 5
200934_at	0.975	0.91367713	-0.108859	-5.692	-0.0328153	DEK	DEK proto-oncogene
208790_s_at	0.975	0.9136885	0.108844	-5.692	0.0449199	PTRF	polymerase I and transcript release factor
222340_at	0.975	0.91379505	0.10871	-5.692	0.040658		
215326_at	0.975	0.91381312	-0.108687	-5.692	-0.0383069	PAK4	p21 (RAC1) activated kinase 4
